Id;Competition;Journee;Date;Home team;Away team;Team taking pen;Pen taker;Minute;LtD game-changing pen;DtW game-changing pen;L no game-changing;W no game-changing;Scored;PT sub;PT position;Team win;Last Goal
416;SERIE A;24;15-févr;Lecce;SPAL;Home;Marco Mancosu;41;NO;YES;NO;NO;YES;NO;OM;YES;NO
417;SERIE A;24;15-févr;Bologne;Genoa;Away;Domenico Criscito;90;NO;NO;NO;YES;NO;NO;LD;YES;YES
418;SERIE A;24;16-févr;Sampdoria;Fiorentina;Away;Dusan Vlahovic;18;NO;NO;NO;YES;YES;NO;ST;YES;NO
419;SERIE A;24;16-févr;Sampdoria;Fiorentina;Away;Federico Chiesa;40;NO;NO;NO;YES;YES;NO;W;YES;NO
420;SERIE A;24;16-févr;Lazio;Inter Milan;Home;Ciro Immobile;50;YES;NO;NO;NO;YES;NO;ST;YES;NO
421;SERIE A;25;21-févr;Brescia;Naples;Away;Lorenzo Insigne;49;YES;NO;NO;NO;YES;NO;W;YES;NO
422;SERIE A;25;22-févr;SPAL;Juventus;Home;Andrea Petagna;69;NO;NO;YES;NO;YES;NO;ST;NO;YES
423;SERIE A;25;22-févr;Fiorentina;AC Milan;Home;Erick Pulgar;85;YES;NO;NO;NO;YES;NO;DM;NO;YES
424;SERIE A;25;23-févr;Genoa;Lazio;Home;Domenico Criscito;90;NO;NO;YES;NO;YES;NO;LD;NO;YES
425;SERIE A;25;20-juin;Torino;Parme;Home;Andrea Belotti;48;NO;YES;NO;NO;NO;NO;ST;NO;YES
426;SERIE A;26;01-mars;Cagliari;Roma;Home;Joao Pedro;89;NO;NO;YES;NO;NO;NO;W;NO;NO
427;SERIE A;26;08-mars;Parme;SPAL;Away;Andrea Petagna;71;NO;YES;NO;NO;YES;NO;ST;YES;YES
428;SERIE A;26;08-mars;Sampdoria;Verona;Home;Fabio Quagliarella;86;NO;YES;NO;NO;YES;NO;ST;YES;YES
429;SERIE A;27;22-juin;Fiorentina;Brescia;Away;Alfredo Donnarumma;17;NO;YES;NO;NO;YES;NO;ST;NO;NO
430;SERIE A;27;22-juin;Lecce;AC Milan;Home;Marco Mancosu;54;YES;NO;NO;NO;YES;NO;DM;NO;NO
431;SERIE A;27;22-juin;Bologne;Juventus;Away;Cristiano Ronaldo;23;NO;YES;NO;NO;YES;NO;W;YES;NO
432;SERIE A;27;23-juin;Genoa;Parme;Home;Domenico Criscito;29;YES;NO;NO;NO;NO;NO;LD;NO;NO
433;SERIE A;27;23-juin;Genoa;Parme;Home;Iago Falque;59;NO;NO;YES;NO;YES;YES;W;NO;NO
434;SERIE A;27;24-juin;Inter Milan;Sassuolo;Home;Romelu Lukaku;41;YES;NO;NO;NO;YES;NO;ST;NO;NO
435;SERIE A;27;24-juin;Inter Milan;Sassuolo;Away;Domenico Berardi;81;YES;NO;NO;NO;YES;NO;W;NO;NO
436;SERIE A;28;26-juin;Juventus;Lecce;Home;Cristiano Ronaldo;62;NO;NO;NO;YES;YES;NO;W;YES;NO
437;SERIE A;28;27-juin;Brescia;Genoa;Away;Iago Falque;38;NO;NO;YES;NO;YES;NO;OM;NO;NO
438;SERIE A;28;27-juin;Brescia;Genoa;Away;Andrea Pinamonti;70;YES;NO;NO;NO;YES;NO;ST;NO;YES
439;SERIE A;28;27-juin;Cagliari;Torino;Home;Joao Pedro;69;NO;NO;NO;YES;YES;NO;ST;YES;YES
440;SERIE A;28;27-juin;Lazio;Fiorentina;Home;Ciro Immobile;67;YES;NO;NO;NO;YES;NO;ST;YES;NO
441;SERIE A;28;28-juin;AC Milan;Roma;Home;Hakan Calhanoglu;89;NO;NO;NO;YES;YES;NO;OM;YES;YES
442;SERIE A;28;28-juin;Sampdoria;Bologne;Away;Musa Barrow;72;NO;YES;NO;NO;YES;YES;ST;YES;NO
443;SERIE A;29;30-juin;Torino;Lazio;Home;Andrea Belotti;5;NO;YES;NO;NO;YES;NO;ST;NO;NO
444;SERIE A;29;01-juil;Inter Milan;Brescia;Home;Alexis Sanchez;20;NO;NO;NO;YES;YES;NO;W;YES;NO
445;SERIE A;29;01-juil;Verona;Parme;Home;Samuel Di Carmine;45;YES;NO;NO;NO;YES;NO;W;YES;NO
446;SERIE A;29;01-juil;Lecce;Sampdoria;Away;Gaston Ramirez;40;NO;YES;NO;NO;YES;NO;OM;YES;NO
447;SERIE A;29;01-juil;Lecce;Sampdoria;Home;Marco Mancosu;50;YES;NO;NO;NO;YES;NO;DM;NO;NO
448;SERIE A;29;01-juil;Lecce;Sampdoria;Away;Gaston Ramirez;75;NO;YES;NO;NO;YES;NO;OM;YES;YES
449;SERIE A;29;01-juil;Fiorentina;Sassuolo;Away;Gregoire Defrel;24;NO;YES;NO;NO;YES;NO;ST;YES;NO
450;SERIE A;30;04-juil;Juventus;Torino;Away;Andrea Belotti;45;NO;NO;YES;NO;YES;NO;ST;NO;NO
451;SERIE A;30;04-juil;Sassuolo;Lecce;Home;Domenico Berardi;63;NO;YES;NO;NO;YES;NO;W;YES;NO
452;SERIE A;30;04-juil;Sassuolo;Lecce;Away;Marco Mancosu;67;YES;NO;NO;NO;YES;YES;OM;NO;NO
453;SERIE A;30;04-juil;Lazio;AC Milan;Away;Zlatan Ibrahimovic;34;NO;NO;NO;YES;YES;NO;ST;YES;NO
454;SERIE A;30;05-juil;Inter Milan;Bologne;Home;Lautaro Martinez;62;NO;NO;NO;YES;NO;NO;ST;NO;NO
455;SERIE A;30;05-juil;Cagliari;Atalanta;Away;Luis Muriel;27;NO;YES;NO;NO;YES;NO;ST;YES;YES
456;SERIE A;30;05-juil;Parme;Fiorentina;Away;Erick Pulgar;19;NO;YES;NO;NO;YES;NO;DM;YES;NO
457;SERIE A;30;05-juil;Parme;Fiorentina;Away;Erick Pulgar;31;NO;NO;NO;YES;YES;NO;DM;YES;NO
458;SERIE A;30;05-juil;Parme;Fiorentina;Home;Juraj Kucka;49;NO;NO;YES;NO;YES;NO;DM;NO;YES
459;SERIE A;30;05-juil;Udinese;Genoa;Away;Andrea Pinamonti;97;YES;NO;NO;NO;NO;YES;ST;NO;NO
460;SERIE A;31;07-juil;Lecce;Lazio;Home;Marco Mancosu;45;NO;YES;NO;NO;NO;NO;DM;YES;NO
461;SERIE A;31;07-juil;AC Milan;Juventus;Home;Zlatan Ibrahimovic;62;NO;NO;YES;NO;YES;NO;ST;YES;NO
462;SERIE A;31;08-juil;Roma;Parme;Away;Juraj Kucka;9;NO;YES;NO;NO;YES;NO;DM;NO;NO
463;SERIE A;32;11-juil;Juventus;Atalanta;Home;Cristiano Ronaldo;55;YES;NO;NO;NO;YES;NO;W;NO;NO
464;SERIE A;32;11-juil;Juventus;Atalanta;Home;Cristiano Ronaldo;90;YES;NO;NO;NO;YES;NO;W;NO;YES
465;SERIE A;32;12-juil;Genoa;SPAL;Home;Iago Falque;37;NO;NO;NO;YES;NO;NO;W;YES;NO
466;SERIE A;32;12-juil;Naples;AC Milan;Away;Franck Kessie;73;YES;NO;NO;NO;YES;NO;DM;NO;YES
467;SERIE A;33;15-juil;Lecce;Fiorentina;Away;Erick Pulgar;11;NO;NO;NO;YES;NO;NO;DM;YES;NO
468;SERIE A;33;15-juil;Roma;Verona;Home;Jordan Veretout;10;NO;YES;NO;NO;YES;NO;DM;YES;NO
469;SERIE A;34;19-juil;Genoa;Lecce;Away;Marco Mancosu;45;YES;NO;NO;NO;NO;NO;DM;NO;NO
470;SERIE A;34;19-juil;Roma;Inter Milan;Away;Romelu Lukaku;88;YES;NO;NO;NO;YES;YES;ST;NO;YES
471;SERIE A;34;20-juil;Juventus;Lazio;Home;Cristiano Ronaldo;51;NO;YES;NO;NO;YES;NO;W;YES;NO
472;SERIE A;34;20-juil;Juventus;Lazio;Away;Ciro Immobile;83;NO;NO;YES;NO;YES;NO;ST;NO;YES
473;SERIE A;35;21-juil;Sassuolo;AC Milan;Home;Francesco Caputo;42;YES;NO;NO;NO;YES;NO;ST;NO;NO
474;SERIE A;35;22-juil;Parme;Naples;Home;Gianluca Caprari;45;NO;YES;NO;NO;YES;NO;ST;YES;NO
475;SERIE A;35;22-juil;Parme;Naples;Away;Lorenzo Insigne;54;YES;NO;NO;NO;YES;NO;W;NO;NO
476;SERIE A;35;22-juil;Parme;Naples;Home;Dejan Kulusevski;87;NO;YES;NO;NO;YES;YES;OM;YES;YES
477;SERIE A;35;22-juil;Sampdoria;Genoa;Away;Domenico Criscito;22;NO;YES;NO;NO;YES;NO;LD;YES;NO
478;SERIE A;35;22-juil;Torino;Verona;Away;Fabio Borini;56;NO;YES;NO;NO;YES;NO;W;NO;NO
479;SERIE A;36;24-juil;AC Milan;Atalanta;Away;Ruslan Malinovskiy;26;YES;NO;NO;NO;NO;NO;ST;NO;NO
480;SERIE A;36;26-juil;Roma;Fiorentina;Home;Jordan Veretout;45;NO;YES;NO;NO;YES;NO;DM;YES;NO
481;SERIE A;36;26-juil;Roma;Fiorentina;Home;Jordan Veretout;87;NO;YES;NO;NO;YES;NO;DM;YES;YES
482;SERIE A;36;26-juil;Verona;Lazio;Home;Sofyan Amrabat;39;NO;YES;NO;NO;YES;NO;DM;NO;NO
483;SERIE A;36;26-juil;Verona;Lazio;Away;Ciro Immobile;45;YES;NO;NO;NO;YES;NO;ST;YES;NO
484;SERIE A;36;26-juil;Verona;Lazio;Away;Ciro Immobile;94;NO;NO;NO;YES;YES;NO;ST;YES;YES
485;SERIE A;36;26-juil;Juventus;Sampdoria;Home;Cristiano Ronaldo;89;NO;NO;NO;YES;NO;NO;W;YES;YES
486;SERIE A;37;29-juil;Udinese;Lecce;Away;Marco Mancosu;40;YES;NO;NO;NO;YES;NO;DM;YES;NO
487;SERIE A;37;29-juil;Sampdoria;AC Milan;Home;Gonzalo Maroni;78;NO;NO;YES;NO;NO;YES;W;NO;NO
488;SERIE A;37;29-juil;Torino;Roma;Away;Amadou Diawara;61;NO;NO;NO;YES;YES;NO;DM;YES;NO
489;SERIE A;38;01-août;Brescia;Sampdoria;Away;Fabio Quagliarella;27;NO;YES;NO;NO;NO;NO;ST;NO;NO
490;SERIE A;38;01-août;Brescia;Sampdoria;Home;Ernesto Torregrosa;49;YES;NO;NO;NO;YES;NO;ST;NO;YES
491;SERIE A;38;01-août;AC Milan;Cagliari;Home;Zlatan Ibrahimovic;44;NO;NO;NO;YES;NO;NO;ST;YES;NO
492;SERIE A;38;01-août;Naples;Lazio;Home;Lorenzo Insigne;54;NO;YES;NO;NO;YES;NO;W;YES;NO
493;SERIE A;38;01-août;Juventus;Roma;Away;Diego Perotti;44;NO;YES;NO;NO;YES;NO;W;YES;NO
494;SERIE A;38;02-août;SPAL;Fiorentina;Away;Erick Pulgar;93;NO;NO;NO;YES;YES;NO;DM;YES;YES
